Route,Departing_Port,Arriving_Port,Airline,Month,Sectors_Scheduled,Sectors_Flown,Cancellations,Departures_On_Time,Arrivals_On_Time,Departures_Delayed,Arrivals_Delayed,Year,Month_Num
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2021-10-01,14.0,12,2.0,10.0,11.0,2.0,1.0,2021,10
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2021-10-01,15.0,13,2.0,12.0,12.0,1.0,1.0,2021,10
Brisbane-Sydney,Brisbane,Sydney,Qantas,2021-10-01,31.0,31,0.0,27.0,28.0,4.0,3.0,2021,10
Melbourne-Sydney,Melbourne,Sydney,Qantas,2021-10-01,62.0,62,0.0,57.0,58.0,5.0,4.0,2021,10
Sydney-Brisbane,Sydney,Brisbane,Qantas,2021-10-01,33.0,32,1.0,29.0,27.0,3.0,5.0,2021,10
Sydney-Melbourne,Sydney,Melbourne,Qantas,2021-10-01,46.0,46,0.0,44.0,44.0,2.0,2.0,2021,10
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2021-10-01,23.0,22,1.0,6.0,9.0,16.0,13.0,2021,10
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2021-10-01,26.0,26,0.0,10.0,13.0,16.0,13.0,2021,10
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2021-10-01,33.0,33,0.0,30.0,32.0,3.0,1.0,2021,10
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2021-10-01,25.0,25,0.0,22.0,24.0,3.0,1.0,2021,10
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2021-10-01,33.0,33,0.0,28.0,29.0,5.0,4.0,2021,10
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2021-11-01,17.0,17,0.0,9.0,9.0,8.0,8.0,2021,11
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2021-11-01,192.0,186,6.0,152.0,156.0,34.0,30.0,2021,11
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2021-11-01,193.0,186,7.0,151.0,168.0,35.0,18.0,2021,11
Brisbane-Sydney,Brisbane,Sydney,Qantas,2021-11-01,35.0,35,0.0,23.0,23.0,12.0,12.0,2021,11
Melbourne-Sydney,Melbourne,Sydney,Qantas,2021-11-01,375.0,372,3.0,361.0,356.0,11.0,16.0,2021,11
Sydney-Brisbane,Sydney,Brisbane,Qantas,2021-11-01,37.0,37,0.0,30.0,30.0,7.0,7.0,2021,11
Sydney-Melbourne,Sydney,Melbourne,Qantas,2021-11-01,357.0,354,3.0,339.0,342.0,15.0,12.0,2021,11
Melbourne-Sydney,Melbourne,Sydney,Rex Airlines,2021-11-01,49.0,49,0.0,47.0,46.0,2.0,3.0,2021,11
Sydney-Melbourne,Sydney,Melbourne,Rex Airlines,2021-11-01,49.0,49,0.0,45.0,47.0,4.0,2.0,2021,11
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2021-11-01,29.0,25,4.0,8.0,6.0,17.0,19.0,2021,11
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2021-11-01,26.0,26,0.0,8.0,14.0,18.0,12.0,2021,11
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2021-11-01,253.0,250,3.0,234.0,233.0,16.0,17.0,2021,11
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2021-11-01,22.0,22,0.0,16.0,18.0,6.0,4.0,2021,11
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2021-11-01,252.0,249,3.0,200.0,226.0,49.0,23.0,2021,11
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2021-12-01,129.0,111,18.0,70.0,79.0,41.0,32.0,2021,12
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2021-12-01,106.0,89,17.0,71.0,76.0,18.0,13.0,2021,12
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2021-12-01,339.0,275,64.0,200.0,208.0,75.0,67.0,2021,12
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2021-12-01,106.0,89,17.0,70.0,70.0,19.0,19.0,2021,12
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2021-12-01,340.0,275,65.0,188.0,217.0,87.0,58.0,2021,12
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2021-12-01,206.0,195,11.0,176.0,177.0,19.0,18.0,2021,12
Brisbane-Sydney,Brisbane,Sydney,Qantas,2021-12-01,301.0,264,37.0,242.0,244.0,22.0,20.0,2021,12
Melbourne-Sydney,Melbourne,Sydney,Qantas,2021-12-01,688.0,632,56.0,595.0,589.0,37.0,43.0,2021,12
Sydney-Brisbane,Sydney,Brisbane,Qantas,2021-12-01,297.0,256,41.0,227.0,230.0,29.0,26.0,2021,12
Sydney-Melbourne,Sydney,Melbourne,Qantas,2021-12-01,669.0,621,48.0,576.0,581.0,45.0,40.0,2021,12
Melbourne-Sydney,Melbourne,Sydney,Rex Airlines,2021-12-01,114.0,113,1.0,109.0,109.0,4.0,4.0,2021,12
Sydney-Melbourne,Sydney,Melbourne,Rex Airlines,2021-12-01,111.0,110,1.0,103.0,104.0,7.0,6.0,2021,12
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2021-12-01,204.0,179,25.0,84.0,96.0,95.0,83.0,2021,12
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2021-12-01,213.0,167,46.0,106.0,124.0,61.0,43.0,2021,12
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2021-12-01,702.0,626,76.0,517.0,521.0,109.0,105.0,2021,12
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2021-12-01,211.0,164,47.0,126.0,126.0,38.0,38.0,2021,12
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2021-12-01,701.0,626,75.0,474.0,520.0,152.0,106.0,2021,12
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2022-01-01,178.0,130,48.0,96.0,104.0,34.0,26.0,2022,1
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2022-01-01,128.0,87,41.0,68.0,74.0,19.0,13.0,2022,1
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2022-01-01,362.0,240,122.0,194.0,199.0,46.0,41.0,2022,1
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2022-01-01,128.0,90,38.0,67.0,71.0,23.0,19.0,2022,1
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2022-01-01,364.0,243,121.0,187.0,208.0,56.0,35.0,2022,1
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2022-01-01,310.0,277,33.0,253.0,258.0,24.0,19.0,2022,1
Brisbane-Sydney,Brisbane,Sydney,Qantas,2022-01-01,360.0,291,69.0,266.0,280.0,25.0,11.0,2022,1
Melbourne-Sydney,Melbourne,Sydney,Qantas,2022-01-01,630.0,500,130.0,457.0,467.0,43.0,33.0,2022,1
Sydney-Brisbane,Sydney,Brisbane,Qantas,2022-01-01,361.0,290,71.0,270.0,275.0,20.0,15.0,2022,1
Sydney-Melbourne,Sydney,Melbourne,Qantas,2022-01-01,616.0,488,128.0,455.0,467.0,33.0,21.0,2022,1
Melbourne-Sydney,Melbourne,Sydney,Rex Airlines,2022-01-01,61.0,51,10.0,48.0,49.0,3.0,2.0,2022,1
Sydney-Melbourne,Sydney,Melbourne,Rex Airlines,2022-01-01,61.0,50,11.0,45.0,46.0,5.0,4.0,2022,1
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2022-01-01,322.0,261,61.0,169.0,182.0,92.0,79.0,2022,1
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2022-01-01,318.0,237,81.0,183.0,195.0,54.0,42.0,2022,1
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2022-01-01,577.0,441,136.0,343.0,356.0,98.0,85.0,2022,1
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2022-01-01,317.0,237,80.0,198.0,207.0,39.0,30.0,2022,1
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2022-01-01,576.0,440,136.0,346.0,374.0,94.0,66.0,2022,1
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2022-02-01,81.0,80,1.0,50.0,62.0,30.0,18.0,2022,2
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2022-02-01,66.0,64,2.0,42.0,49.0,22.0,15.0,2022,2
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2022-02-01,185.0,180,5.0,138.0,144.0,42.0,36.0,2022,2
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2022-02-01,66.0,64,2.0,49.0,48.0,15.0,16.0,2022,2
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2022-02-01,185.0,180,5.0,124.0,151.0,56.0,29.0,2022,2
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2022-02-01,265.0,249,16.0,209.0,221.0,40.0,28.0,2022,2
Brisbane-Sydney,Brisbane,Sydney,Qantas,2022-02-01,392.0,356,36.0,311.0,315.0,45.0,41.0,2022,2
Melbourne-Sydney,Melbourne,Sydney,Qantas,2022-02-01,661.0,601,60.0,573.0,564.0,28.0,37.0,2022,2
Sydney-Brisbane,Sydney,Brisbane,Qantas,2022-02-01,387.0,350,37.0,310.0,300.0,40.0,50.0,2022,2
Sydney-Melbourne,Sydney,Melbourne,Qantas,2022-02-01,643.0,586,57.0,527.0,555.0,59.0,31.0,2022,2
Brisbane-Melbourne,Brisbane,Melbourne,Rex Airlines,2022-02-01,27.0,27,0.0,20.0,22.0,7.0,5.0,2022,2
Brisbane-Sydney,Brisbane,Sydney,Rex Airlines,2022-02-01,30.0,30,0.0,26.0,25.0,4.0,5.0,2022,2
Melbourne-Sydney,Melbourne,Sydney,Rex Airlines,2022-02-01,66.0,66,0.0,65.0,63.0,1.0,3.0,2022,2
Sydney-Brisbane,Sydney,Brisbane,Rex Airlines,2022-02-01,31.0,31,0.0,26.0,24.0,5.0,7.0,2022,2
Sydney-Melbourne,Sydney,Melbourne,Rex Airlines,2022-02-01,66.0,66,0.0,61.0,62.0,5.0,4.0,2022,2
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2022-02-01,208.0,204,4.0,138.0,148.0,66.0,56.0,2022,2
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2022-02-01,231.0,227,4.0,142.0,161.0,85.0,66.0,2022,2
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2022-02-01,388.0,382,6.0,319.0,320.0,63.0,62.0,2022,2
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2022-02-01,233.0,229,4.0,185.0,181.0,44.0,48.0,2022,2
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2022-02-01,387.0,380,7.0,276.0,310.0,104.0,70.0,2022,2
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2022-03-01,128.0,125,3.0,79.0,89.0,46.0,36.0,2022,3
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2022-03-01,98.0,96,2.0,63.0,70.0,33.0,26.0,2022,3
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2022-03-01,271.0,264,7.0,192.0,183.0,72.0,81.0,2022,3
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2022-03-01,99.0,97,2.0,61.0,59.0,36.0,38.0,2022,3
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2022-03-01,272.0,263,9.0,177.0,216.0,86.0,47.0,2022,3
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2022-03-01,338.0,330,8.0,283.0,303.0,47.0,27.0,2022,3
Brisbane-Sydney,Brisbane,Sydney,Qantas,2022-03-01,502.0,492,10.0,429.0,430.0,63.0,62.0,2022,3
Melbourne-Sydney,Melbourne,Sydney,Qantas,2022-03-01,811.0,779,32.0,695.0,644.0,84.0,135.0,2022,3
Sydney-Brisbane,Sydney,Brisbane,Qantas,2022-03-01,503.0,490,13.0,391.0,380.0,99.0,110.0,2022,3
Sydney-Melbourne,Sydney,Melbourne,Qantas,2022-03-01,793.0,759,34.0,654.0,702.0,105.0,57.0,2022,3
Brisbane-Melbourne,Brisbane,Melbourne,Rex Airlines,2022-03-01,43.0,39,4.0,32.0,33.0,7.0,6.0,2022,3
Brisbane-Sydney,Brisbane,Sydney,Rex Airlines,2022-03-01,60.0,55,5.0,52.0,52.0,3.0,3.0,2022,3
Melbourne-Sydney,Melbourne,Sydney,Rex Airlines,2022-03-01,118.0,113,5.0,92.0,89.0,21.0,24.0,2022,3
Sydney-Brisbane,Sydney,Brisbane,Rex Airlines,2022-03-01,61.0,56,5.0,50.0,50.0,6.0,6.0,2022,3
Sydney-Melbourne,Sydney,Melbourne,Rex Airlines,2022-03-01,115.0,114,1.0,89.0,90.0,25.0,24.0,2022,3
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2022-03-01,300.0,294,6.0,131.0,162.0,163.0,132.0,2022,3
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2022-03-01,371.0,366,5.0,247.0,269.0,119.0,97.0,2022,3
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2022-03-01,626.0,619,7.0,463.0,438.0,156.0,181.0,2022,3
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2022-03-01,370.0,363,7.0,289.0,282.0,74.0,81.0,2022,3
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2022-03-01,626.0,618,8.0,353.0,449.0,265.0,169.0,2022,3
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2022-04-01,210.0,192,18.0,78.0,101.0,114.0,91.0,2022,4
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2022-04-01,176.0,152,24.0,66.0,78.0,86.0,74.0,2022,4
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2022-04-01,450.0,402,48.0,198.0,206.0,204.0,196.0,2022,4
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2022-04-01,175.0,155,20.0,66.0,69.0,89.0,86.0,2022,4
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2022-04-01,451.0,403,48.0,197.0,236.0,206.0,167.0,2022,4
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2022-04-01,393.0,374,19.0,234.0,247.0,140.0,127.0,2022,4
Brisbane-Sydney,Brisbane,Sydney,Qantas,2022-04-01,505.0,488,17.0,325.0,299.0,163.0,189.0,2022,4
Melbourne-Sydney,Melbourne,Sydney,Qantas,2022-04-01,881.0,740,141.0,393.0,348.0,347.0,392.0,2022,4
Sydney-Brisbane,Sydney,Brisbane,Qantas,2022-04-01,506.0,485,21.0,220.0,229.0,265.0,256.0,2022,4
Sydney-Melbourne,Sydney,Melbourne,Qantas,2022-04-01,861.0,730,131.0,378.0,411.0,352.0,319.0,2022,4
Melbourne-Sydney,Melbourne,Sydney,QantasLink,2022-04-01,30.0,25,5.0,14.0,8.0,11.0,17.0,2022,4
Sydney-Melbourne,Sydney,Melbourne,QantasLink,2022-04-01,31.0,23,8.0,10.0,6.0,13.0,17.0,2022,4
Brisbane-Melbourne,Brisbane,Melbourne,Rex Airlines,2022-04-01,49.0,47,2.0,33.0,36.0,14.0,11.0,2022,4
Brisbane-Sydney,Brisbane,Sydney,Rex Airlines,2022-04-01,76.0,73,3.0,65.0,65.0,8.0,8.0,2022,4
Melbourne-Sydney,Melbourne,Sydney,Rex Airlines,2022-04-01,112.0,105,7.0,78.0,74.0,27.0,31.0,2022,4
Sydney-Brisbane,Sydney,Brisbane,Rex Airlines,2022-04-01,76.0,73,3.0,56.0,51.0,17.0,22.0,2022,4
Sydney-Melbourne,Sydney,Melbourne,Rex Airlines,2022-04-01,114.0,104,10.0,78.0,78.0,26.0,26.0,2022,4
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2022-04-01,346.0,331,15.0,162.0,172.0,169.0,159.0,2022,4
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2022-04-01,454.0,441,13.0,283.0,302.0,158.0,139.0,2022,4
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2022-04-01,691.0,647,44.0,386.0,351.0,261.0,296.0,2022,4
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2022-04-01,453.0,439,14.0,313.0,319.0,126.0,120.0,2022,4
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2022-04-01,692.0,651,41.0,333.0,363.0,318.0,288.0,2022,4
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2022-05-01,108.0,93,15.0,51.0,67.0,42.0,26.0,2022,5
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2022-05-01,175.0,166,9.0,91.0,99.0,75.0,67.0,2022,5
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2022-05-01,409.0,348,61.0,186.0,216.0,162.0,132.0,2022,5
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2022-05-01,178.0,169,9.0,95.0,90.0,74.0,79.0,2022,5
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2022-05-01,409.0,347,62.0,210.0,218.0,137.0,129.0,2022,5
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2022-05-01,411.0,378,33.0,247.0,273.0,131.0,105.0,2022,5
Brisbane-Sydney,Brisbane,Sydney,Qantas,2022-05-01,584.0,545,39.0,385.0,381.0,160.0,164.0,2022,5
Melbourne-Sydney,Melbourne,Sydney,Qantas,2022-05-01,983.0,772,211.0,471.0,433.0,301.0,339.0,2022,5
Sydney-Brisbane,Sydney,Brisbane,Qantas,2022-05-01,584.0,551,33.0,323.0,286.0,228.0,265.0,2022,5
Sydney-Melbourne,Sydney,Melbourne,Qantas,2022-05-01,972.0,756,216.0,451.0,473.0,305.0,283.0,2022,5
Melbourne-Sydney,Melbourne,Sydney,QantasLink,2022-05-01,39.0,30,9.0,16.0,14.0,14.0,16.0,2022,5
Sydney-Melbourne,Sydney,Melbourne,QantasLink,2022-05-01,39.0,32,7.0,17.0,10.0,15.0,22.0,2022,5
Brisbane-Melbourne,Brisbane,Melbourne,Rex Airlines,2022-05-01,42.0,42,0.0,35.0,38.0,7.0,4.0,2022,5
Brisbane-Sydney,Brisbane,Sydney,Rex Airlines,2022-05-01,74.0,72,2.0,65.0,61.0,7.0,11.0,2022,5
Melbourne-Sydney,Melbourne,Sydney,Rex Airlines,2022-05-01,112.0,111,1.0,102.0,100.0,9.0,11.0,2022,5
Sydney-Brisbane,Sydney,Brisbane,Rex Airlines,2022-05-01,75.0,73,2.0,58.0,52.0,15.0,21.0,2022,5
Sydney-Melbourne,Sydney,Melbourne,Rex Airlines,2022-05-01,110.0,109,1.0,101.0,97.0,8.0,12.0,2022,5
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2022-05-01,356.0,331,25.0,143.0,167.0,188.0,164.0,2022,5
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2022-05-01,535.0,495,40.0,308.0,324.0,187.0,171.0,2022,5
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2022-05-01,857.0,750,107.0,495.0,471.0,255.0,279.0,2022,5
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2022-05-01,536.0,495,41.0,357.0,336.0,138.0,159.0,2022,5
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2022-05-01,857.0,750,107.0,442.0,447.0,308.0,303.0,2022,5
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2022-06-01,124.0,114,10.0,52.0,57.0,62.0,57.0,2022,6
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2022-06-01,151.0,134,17.0,73.0,79.0,61.0,55.0,2022,6
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2022-06-01,372.0,341,31.0,174.0,196.0,167.0,145.0,2022,6
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2022-06-01,152.0,135,17.0,66.0,70.0,69.0,65.0,2022,6
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2022-06-01,374.0,342,32.0,190.0,214.0,152.0,128.0,2022,6
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2022-06-01,369.0,341,28.0,216.0,222.0,125.0,119.0,2022,6
Brisbane-Sydney,Brisbane,Sydney,Qantas,2022-06-01,574.0,518,56.0,354.0,350.0,164.0,168.0,2022,6
Melbourne-Sydney,Melbourne,Sydney,Qantas,2022-06-01,891.0,702,189.0,395.0,403.0,307.0,299.0,2022,6
Sydney-Brisbane,Sydney,Brisbane,Qantas,2022-06-01,574.0,508,66.0,244.0,245.0,264.0,263.0,2022,6
Sydney-Melbourne,Sydney,Melbourne,Qantas,2022-06-01,896.0,698,198.0,391.0,389.0,307.0,309.0,2022,6
Melbourne-Sydney,Melbourne,Sydney,QantasLink,2022-06-01,60.0,33,27.0,15.0,14.0,18.0,19.0,2022,6
Sydney-Melbourne,Sydney,Melbourne,QantasLink,2022-06-01,60.0,35,25.0,8.0,8.0,27.0,27.0,2022,6
Brisbane-Melbourne,Brisbane,Melbourne,Rex Airlines,2022-06-01,43.0,42,1.0,37.0,33.0,5.0,9.0,2022,6
Brisbane-Sydney,Brisbane,Sydney,Rex Airlines,2022-06-01,69.0,69,0.0,67.0,62.0,2.0,7.0,2022,6
Melbourne-Sydney,Melbourne,Sydney,Rex Airlines,2022-06-01,112.0,110,2.0,96.0,96.0,14.0,14.0,2022,6
Sydney-Brisbane,Sydney,Brisbane,Rex Airlines,2022-06-01,69.0,69,0.0,58.0,58.0,11.0,11.0,2022,6
Sydney-Melbourne,Sydney,Melbourne,Rex Airlines,2022-06-01,112.0,110,2.0,100.0,98.0,10.0,12.0,2022,6
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2022-06-01,331.0,311,20.0,136.0,136.0,175.0,175.0,2022,6
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2022-06-01,508.0,457,51.0,252.0,276.0,205.0,181.0,2022,6
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2022-06-01,813.0,726,87.0,435.0,452.0,291.0,274.0,2022,6
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2022-06-01,506.0,458,48.0,319.0,315.0,139.0,143.0,2022,6
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2022-06-01,813.0,724,89.0,394.0,394.0,330.0,330.0,2022,6
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2022-07-01,136.0,112,24.0,50.0,63.0,62.0,49.0,2022,7
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2022-07-01,176.0,142,34.0,69.0,75.0,73.0,67.0,2022,7
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2022-07-01,412.0,354,58.0,158.0,178.0,196.0,176.0,2022,7
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2022-07-01,175.0,142,33.0,60.0,61.0,82.0,81.0,2022,7
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2022-07-01,409.0,356,53.0,159.0,186.0,197.0,170.0,2022,7
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2022-07-01,336.0,329,7.0,139.0,150.0,190.0,179.0,2022,7
Brisbane-Sydney,Brisbane,Sydney,Qantas,2022-07-01,573.0,523,50.0,295.0,276.0,228.0,247.0,2022,7
Melbourne-Sydney,Melbourne,Sydney,Qantas,2022-07-01,827.0,693,134.0,343.0,313.0,350.0,380.0,2022,7
Sydney-Brisbane,Sydney,Brisbane,Qantas,2022-07-01,572.0,532,40.0,210.0,202.0,322.0,330.0,2022,7
Sydney-Melbourne,Sydney,Melbourne,Qantas,2022-07-01,825.0,688,137.0,272.0,328.0,416.0,360.0,2022,7
Brisbane-Melbourne,Brisbane,Melbourne,Rex Airlines,2022-07-01,53.0,53,0.0,37.0,39.0,16.0,14.0,2022,7
Brisbane-Sydney,Brisbane,Sydney,Rex Airlines,2022-07-01,83.0,83,0.0,71.0,59.0,12.0,24.0,2022,7
Melbourne-Sydney,Melbourne,Sydney,Rex Airlines,2022-07-01,128.0,127,1.0,110.0,110.0,17.0,17.0,2022,7
Sydney-Brisbane,Sydney,Brisbane,Rex Airlines,2022-07-01,83.0,83,0.0,61.0,55.0,22.0,28.0,2022,7
Sydney-Melbourne,Sydney,Melbourne,Rex Airlines,2022-07-01,129.0,128,1.0,104.0,109.0,24.0,19.0,2022,7
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2022-07-01,333.0,303,30.0,152.0,149.0,151.0,154.0,2022,7
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2022-07-01,481.0,419,62.0,190.0,191.0,229.0,228.0,2022,7
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2022-07-01,746.0,645,101.0,330.0,283.0,315.0,362.0,2022,7
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2022-07-01,479.0,417,62.0,251.0,236.0,166.0,181.0,2022,7
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2022-07-01,747.0,645,102.0,237.0,265.0,408.0,380.0,2022,7
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2022-08-01,123.0,113,10.0,78.0,82.0,35.0,31.0,2022,8
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2022-08-01,117.0,106,11.0,72.0,72.0,34.0,34.0,2022,8
Melbourne-Sydney,Melbourne,Sydney,Jetstar,2022-08-01,380.0,327,53.0,176.0,195.0,151.0,132.0,2022,8
Sydney-Brisbane,Sydney,Brisbane,Jetstar,2022-08-01,118.0,108,10.0,62.0,66.0,46.0,42.0,2022,8
Sydney-Melbourne,Sydney,Melbourne,Jetstar,2022-08-01,380.0,329,51.0,190.0,207.0,139.0,122.0,2022,8
Brisbane-Melbourne,Brisbane,Melbourne,Qantas,2022-08-01,335.0,331,4.0,191.0,203.0,140.0,128.0,2022,8
Brisbane-Sydney,Brisbane,Sydney,Qantas,2022-08-01,541.0,518,23.0,398.0,379.0,120.0,139.0,2022,8
Melbourne-Sydney,Melbourne,Sydney,Qantas,2022-08-01,801.0,667,134.0,436.0,435.0,231.0,232.0,2022,8
Sydney-Brisbane,Sydney,Brisbane,Qantas,2022-08-01,541.0,519,22.0,283.0,284.0,236.0,235.0,2022,8
Sydney-Melbourne,Sydney,Melbourne,Qantas,2022-08-01,798.0,666,132.0,418.0,431.0,248.0,235.0,2022,8
Brisbane-Melbourne,Brisbane,Melbourne,Rex Airlines,2022-08-01,54.0,54,0.0,47.0,47.0,7.0,7.0,2022,8
Brisbane-Sydney,Brisbane,Sydney,Rex Airlines,2022-08-01,85.0,85,0.0,79.0,73.0,6.0,12.0,2022,8
Melbourne-Sydney,Melbourne,Sydney,Rex Airlines,2022-08-01,138.0,137,1.0,124.0,122.0,13.0,15.0,2022,8
Sydney-Brisbane,Sydney,Brisbane,Rex Airlines,2022-08-01,85.0,85,0.0,68.0,66.0,17.0,19.0,2022,8
Sydney-Melbourne,Sydney,Melbourne,Rex Airlines,2022-08-01,138.0,137,1.0,117.0,111.0,20.0,26.0,2022,8
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,2022-08-01,310.0,305,5.0,163.0,155.0,142.0,150.0,2022,8
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,2022-08-01,453.0,438,15.0,325.0,305.0,113.0,133.0,2022,8
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,2022-08-01,760.0,714,46.0,547.0,510.0,167.0,204.0,2022,8
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,2022-08-01,453.0,436,17.0,358.0,352.0,78.0,84.0,2022,8
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,2022-08-01,759.0,714,45.0,429.0,438.0,285.0,276.0,2022,8
Brisbane-Melbourne,Brisbane,Melbourne,Jetstar,2022-09-01,131.0,108,23.0,59.0,67.0,49.0,41.0,2022,9
Brisbane-Sydney,Brisbane,Sydney,Jetstar,2022-09-01,146.0,115,31.0,63.0,64.0,52.0,51.0,2022,9
